movie_title,genres,imdb_score,title_year,music genre,song,artist,year,Rating,ISBN,Book-Title,Book-Author,book genre,Rating
3 Backyards,Drama,5.2,1988,,lets hear it for the boy,deniece williams,1984,5.2,842063977X,Bueno Para Comer,Marvin Harris,,
The Final Destination,Horror,5.2,1988,,major tom coming home,peter schilling,1984,5.2,846660684X,Preguntale a Platon,Lou Marinoff,,
Paul Blart: Mall Cop,Action,5.2,1988,,keep feeling fascination,the human league,1983,5.2,8472231496,El Hombre Anumerico,John Allen Paulos,,
The Janky Promoters,Comedy,5.2,1988,,dirty laundry,don henley,1983,5.2,8483140012,Donde El Corazon De Lleve,Susana Tamaro,,
Vampire Killers,Action,5.2,1988,,goody twoshoes,adam ant,1983,5.2,846630620X,Vida Sin Condiciones,Deepak Chopra,,
Forget Me Not,Horror,5.2,1988,,shes a beauty,the tubes,1983,5.2,8420639508,Canibales y Reyes,Marvin Harris,,
The Mummy: Tomb of the Dragon Emperor,Action,5.2,1988,,promises promises,naked eyes,1983,5.2,8475307825,Obras Completas De Agatha Christie (Grandes Maestros Del Crimen Y Misterio),Christie,,
Twilight,Drama,5.2,1988,,one hundred ways,quincy jones featuring james ingram,1982,5.2,067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,,
Twilight,Drama,5.2,1988,,passion,rod stewart,1981,5.2,786869216,The Pleasure of My Company: A Novel,Steve Martin,,
Over Her Dead Body,Comedy,5.2,1988,,cool love,pablo cruise,1981,5.2,670878103,A New Song (The Mitford Years),Jan Karon,,
Shutter,Horror,5.2,1988,,little jeannie,elton john,1980,5.2,446528382,Jack: Straight from the Gut,Jack Welch,,
Donkey Punch,Crime,5.2,1988,,take me home,cher,1979,5.2,943233437,Random Acts of Kindness,Conari Press,,
Ghost Rider,Action,5.2,1988,,promises,eric clapton,1979,5.2,375727345,House of Sand and Fog,Andre Dubus III,,
Alvin and the Chipmunks,Animation,5.2,1988,,you needed me,anne murray,1978,5.2,156001454,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,,
The Touch,Romance,5.2,1988,,hey deanie,shaun cassidy,1978,5.2,3440066738,Traumberufe rund ums Pferd.,Ria Fehlau,,
Stomp the Yard,Drama,5.2,1988,,falling,leblanc  carr,1978,5.2,446608890,Saving Faith,David Baldacci,,
High School Musical,Comedy,5.2,1988,,when i need you,leo sayer,1977,5.2,61059137,Blade,Mel Odom,,
Doom,Action,5.2,1988,,on and on,stephen bishop,1977,5.2,059044316X,The Cheerleader (Point Thriller),Caroline B. Cooney,,
Racing Stripes,Adventure,5.2,1988,,dont stop,fleetwood mac,1977,5.2,316781460,Live from New York: An Uncensored History of Saturday Night Live,Tom Shales,,
The Stepford Wives,Comedy,5.2,1988,,shes gone,hall  oates,1976,5.2,8466610685,El Psicoanalista,John Katzenbach,,
Christmas with the Kranks,Comedy,5.2,1988,,juniors farm,paul mccartney  wings,1975,5.2,425188787,Hunting Season (Anna Pigeon Novels (Paperback)),Nevada Barr,,
Little Black Book,Comedy,5.2,1988,,tell me something good,rufus  chaka khan,1974,5.2,345382323,The PMS Outlaws : An Elizabeth MacPherson Novel,Sharyn McCrumb,,
Welcome to Mooseport,Comedy,5.2,1988,,monster mash,bobby boris pickett and the cryptkickers,1973,5.2,312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,,
Catch That Kid,Comedy,5.2,1988,,long cool woman in a black dress,the hollies,1972,5.2,553270249,Death on Deadline,Robert Goldsborough,,
The Medallion,Action,5.2,1988,,treat her like a lady,cornelius brothers  sister rose,1971,5.2,553275852,The Monkey's Raincoat,ROBERT CRAIS,,
Queen of the Damned,Drama,5.2,1988,,wild world,cat stevens,1971,5.2,440201330,Five Bells and Bladebone,Martha Grimes,,
Clockstoppers,Action,5.2,1988,,color him father,the winstons,1969,5.2,449147398,Wildest Dreams,Jennifer Blake,,
The Wild Thornberrys Movie,Adventure,5.2,1988,,the chokin kind,joe simon,1969,5.2,747546215,The Tulip,Anna Pavord,,
Texas Rangers,Action,5.2,1988,,mr sun mr moon,paul revere  the raiders,1969,5.2,6513409,The making of Minty Malone,Isabel Wolff,,
The Wedding Planner,Comedy,5.2,1987,,those were the days,mary hopkin,1968,5.2,312980345,Second Thyme Around,Katie Fforde,,
Pootie Tang,Action,5.2,1987,,it must be him,vikki carr,1967,5.2,743437640,The Mulberry Tree,Jude Deveraux,,
Chill Factor,Action,5.2,1987,,it aint me babe,the turtles,1965,5.2,1551668912,Thursday'S At Eight,Debbie Macomber,,
Trippin',Comedy,5.2,1987,,rude,magic,2014,5.1,688009387,The Blue Sword,Robin McKinley,,
Speedway Junky,Crime,5.2,1987,,this is how we roll,florida georgia line featuring luke bryan,2014,5.1,380017601,Love Story,Erich Segal,,
Out of Sight,Crime,5.2,1987,rap,thrift shop,macklemore and ryan lewis featuring wanz,2013,5.1,671024418,City of the Dead (Resident Evil #3),S.D. Perry,,
Flubber,Comedy,5.2,1987,pop,fuckin perfect,pink,2011,5.1,067102440X,CALIBAN COVE: RESIDENT EVIL #2,S.D. Perry,,
Spawn,Action,5.2,1987,rap,"yo""u and i",lady gaga,2011,5.1,671024426,Underworld  (Resident Evil #4),S.D. Perry,,
Flipper,Adventure,5.2,1987,country,sober,pink,2009,5.1,671024396,The UMBRELLA CONSPIRACY: RESIDENT EVIL #1,S.D. Perry,,
Tank Girl,Action,5.2,1987,pop,i kissed a girl,katy perry,2008,5.1,140346848,The Not-So-Jolly Roger (Time Warp Trio),Jon Scieszka,,
Ri,Comedy,5.2,1987,,get like me,david banner featuring chris brown,2008,5.1,140346031,Knights of the Kitchen Table (Time Warp Trio),Jon Scieszka,,
Halloween5,Horror,5.2,1987,,into the night,santana featuring chad kroeger,2008,5.1,613286626,Summer Reading Is Killing Me (Time Warp Trio (Library)),Jon Scieszka,,
My Stepmother Is an Alien,Comedy,5.2,1987,pop,party like a rockstar,shop boyz,2007,5.1,553568051,The Curious Eat Themselves,John Straley,,
Action Jackson,Action,5.2,1987,rap,im a flirt,r kelly featuring ti and tpain,2007,5.1,042515601X,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,,
Sphinx,Adventure,5.2,1987,rap,when you gonna give it up to me,sean paul featuring keyshia cole,2006,5.1,333782259,The Creative Writing Coursebook: Forty Authors Share Advice and Exercises for Fiction &amp, Poetry,,
The Wiz,Adventure,5.2,1987,pop,we be burnin,sean paul,2006,5.1,435120964,New Windmills: To Kill a Mockingbird (New Windmills),Harper Lee,,
Damnation Alley,Sci-Fi,5.2,1987,teen pop,hate me,blue october,2006,5.1,140293442,Fever Pitch,Nick Hornby,,
Hot Pursuit,Action,5.1,1987,hip hop,incomplete,backstreet boys,2005,5.1,571097103,Whitsun Weddings,Philip Larkin,,
The Transporter Refueled,Action,5.1,1987,pop,get low,lil jon  the east side boyz featuring ying yang twins,2003,5.1,140293469,High Fidelity,Nick Hornby,,
Hot Tub Time Machine2,Comedy,5.1,1987,pop,hero,enrique iglesias,2002,5.1,920668372,Love You Forever,Robert N. Munsch,,
Re-Kill,Action,5.1,1987,pop,drive,incubus,2001,5.1,375703861,White Teeth: A Novel,Zadie Smith,,
Pound of Flesh,Action,5.1,1987,,bounce with me,lil bow wow featuring xscape,2000,5.1,60391537,Quivers: A Life,Robin Quivers,,
Christmas Eve,Comedy,5.1,1987,,what its like,everlast,1999,5.1,156011042,East of the Mountains (Vintage Contemporaries (Paperback)),David Guterson,,
Vaalu,Comedy,5.1,1987,,spend my life with you,eric benet featuring tamia,1999,5.1,812566637,"Legends: Short Novels by the Masters of Modern Fantasy, Vol. 1",Robert Silverberg,,
Romantic Schemer,Romance,5.1,1987,,a rose is still a rose,aretha franklin,1998,5.1,60391448,Wicked : The Life and Times of the Wicked Witch of the West,Gregory Maguire,,
Sex Tape,Comedy,5.1,1987,,change the world,eric clapton,1997,5.1,684829975,The Vision of Emma Blau,Ursula Hegi,,
Not Cool,Comedy,5.1,1987,,kiss from a rose,seal,1995,5.1,451099648,Firestarter (Signet Book),Stephen King,,
My Lucky Star,Action,5.1,1987,,dear mama,2pac,1995,5.1,671776975,A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,,
A Haunted House,Comedy,5.1,1987,,cant you see,total featuring the notorious big,1995,5.1,440967694,The Outsiders,S. E. Hinton,,
Alex Cross,Action,5.1,1987,,the power of love,celine dion,1994,5.1,60801115,Death Be Not Proud a Memoir,John Gunther,,
The Three Stooges,Comedy,5.1,1987,,ditty,paperboy,1993,5.1,553149660,The Catcher in the Rye,J. D. Salinger,,
Vamps,Comedy,5.1,1987,,check yo self,ice cube featuring das efx,1993,5.1,425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,,
Darling Companion,Comedy,5.1,1986,,2 legit 2 quit,hammer,1992,5.1,312924585,Silence of the Lambs,Thomas Harris,,
2016: Obama's America,Documentary,5.1,1986,,love of a lifetime,firehouse,1991,5.1,684718634,Cry the Beloved Country,Alan Paton,,
The Lords of Salem,Drama,5.1,1986,,the way you do the things you do,ub40,1991,5.1,385479565,The Hot Zone,Richard Preston,,
The Son of No One,Crime,5.1,1986,,shiny happy people,rem,1991,5.1,876056354,Snakes: Their Care and Keeping,Lenny Flank,,
Dylan Dog: Dead of Night,Action,5.1,1986,,enjoy the silence,depeche mode,1990,5.1,375714383,Born Free: A Lioness of Two Worlds,Joy Adamson,,
I Want Your Money,Documentary,5.1,1986,,this ones for the children,new kids on the block,1990,5.1,441718213,The Revenants,Sheri S. Tepper,,
G-Force,Action,5.1,1986,,in your room,the bangles,1989,5.1,385499094,Akhenaten : Dweller in TruthA Novel,Naguib Mahfouz,,
Jennifer's Body,Comedy,5.1,1986,,rock witcha,bobby brown,1989,5.1,743421574,Shanghai Baby : A Novel,Wei Hui,,
Sorority Row,Horror,5.1,1986,,bad medicine,bon jovi,1988,5.1,140132708,Midnight's Children,Salman Rushdie,,
Miss March,Comedy,5.1,1986,,i just died in your arms,cutting crew,1987,5.1,312309295,Some Days There's Pie: A Novel,Catherine Landis,,
Four Single Fathers,Comedy,5.1,1986,,alive and kicking,simple minds,1986,5.1,671578103,Dragonne's Eg,Mary Brown,,
ZMD: Zombies of Mass Destruction,Comedy,5.1,1986,,strut,sheena easton,1985,5.1,756401364,"Long Hot Summoning (The Keeper's Chronicles, Number 3)",Tanya Huff,,
Asterix at the Olympic Games,Adventure,5.1,1986,,misled,kool  the gang,1985,5.1,886779758,"The Second Summoning (The Keeper's Chronicles, No 2)",Tanya Huff,,
The Longshots,Biography,5.1,1986,,islands in the stream,kenny rogers and dolly parton,1984,5.1,1931561230,Sleep Toward Heaven: A Novel,Amanda Eyre Ward,,
The Informers,Crime,5.1,1986,,lucky star,madonna,1984,5.1,807085464,Lost Woods: The Discovered Writing of Rachel Carson,Rachel Carson,,
The Hills Have Eyes II,Horror,5.1,1986,,theres no gettin over me,ronnie milsap,1981,5.1,60504072,Small Wonder: Essays,Barbara Kingsolver,,
Eragon,Action,5.1,1986,,its my turn,diana ross,1981,5.1,345460952,The Salmon of Doubt,DOUGLAS ADAMS,,
Scary Movie4,Comedy,5.1,1986,,feels so right,alabama,1981,5.1,312274920,Round Ireland With a Fridge,Tony Hawks,,
Alex Rider: Operation Stormbreaker,Action,5.1,1986,,really wanna know you,gary wright,1981,5.1,7134495,Parzival and the Stone from Heaven: A Grail Romance Retold for Our Time,Lindsay Clarke,,
My Super Ex-Girlfriend,Comedy,5.1,1986,,biggest part of me,ambrosia,1980,5.1,440408903,The Remarkable Journey of Prince Jen,Lloyd Alexander,,
Unaccompanied Minors,Adventure,5.1,1986,,send one your love,stevie wonder,1980,5.1,038081658X,The Fresco,Sheri S. Tepper,,
Stay Alive,Horror,5.1,1986,,i want your love,chic,1979,5.1,380791978,The Family Tree,Sheri S. Tepper,,
Thr3e,Drama,5.1,1986,,ooo baby baby,linda ronstadt,1979,5.1,345397800,The Cheetah Chase,Karin McQuillan,,
The Dukes of Hazzard,Action,5.1,1986,,weve got tonight,bob seger  the silver bullet band,1979,5.1,345409671,"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,,
The Cave,Adventure,5.1,1986,,if i cant have you,yvonne elliman,1978,5.1,441007392,Through Alien Eyes,Amy Thomson,,
Dil Jo Bhi Kahey...,Romance,5.1,1986,,our love,natalie cole,1978,5.1,441006329,The Color of Distance,Amy Thomson,,
The Bridge of San Luis Rey,Drama,5.1,1985,,my heart belongs to me,barbra streisand,1977,5.1,380791986,Six Moon Dance,Sheri S. Tepper,,
The Order,Action,5.1,1985,,keep it comin love,kc and the sunshine band,1977,5.1,886771544,Lythande,Marion Zimmer Bradley,,
Good Boy!,Comedy,5.1,1985,,boogie nights,heatwave,1977,5.1,312974485,The Samurai's Wife (A Sano Ichiro Mystery),Laura Joh Rowland,,
Malibu's Most Wanted,Comedy,5.1,1985,,dream on,aerosmith,1976,5.1,312979584,Black Lotus (A Sano Ichiro Mystery),Laura Joh Rowland,,
Malevolence,Crime,5.1,1985,,country boy you got your feet in la,glen campbell,1976,5.1,553380958,Snow Crash (Bantam Spectra Book),NEAL STEPHENSON,,
The Sweetest Thing,Comedy,5.1,1985,,lady marmalade,labelle,1975,5.1,756400805,The Book of Air (Dragon Quartet),Marjorie B. Kellogg,,
Spy Kids2: Island of Lost Dreams,Action,5.1,1985,,wasted days and wasted nights,freddy fender,1975,5.1,886779014,"The Book of Fire (Kellogg, M. Bradley. Dragon Quartet, V. 3.)",Marjorie B. Kellogg,,
Snow Dogs,Adventure,5.1,1985,,rock on,david essex,1974,5.1,886776880,The Book of Water (Daw Book Collectors),Marjorie B. Kellogg,,
Like Mike,Comedy,5.1,1985,,smoke on the water,deep purple,1973,5.1,886775744,The Book of Earth (Dragon Quartet),Marjorie B. Kellogg,,
Stealing Harvard,Comedy,5.1,1985,,theme from shaft,isaac hayes,1971,5.1,395272238,The Fellowship of the Ring (Lord of the Rings (Paperback)),J. R. R. Tolkien,,
Stealing Harvard,Comedy,5.1,1985,,dont knock my love,wilson pickett,1971,5.1,380819007,"Mendoza in Hollywood (A Novel of the Company, Book 3)",Kage Baker,,
The Pledge,Crime,5.1,1985,,venus,shocking blue,1970,5.1,380731800,"Sky Coyote (A Novel of the Company, Book 2)",Kage Baker,,
All the Pretty Horses,Drama,5.1,1985,,smile a little smile for me,the flying machine,1969,5.1,142300608,Fire Bringer,David Clement-Davies,,
Bless the Child,Crime,5.1,1985,,love is blue,paul mauriat,1968,5.1,087951602X,Temporary Agency,Rachel Pollack,,
Get Carter,Action,5.1,1985,,please love me forever,bobby vinton,1967,5.1,042518627X,Mister Posterior and the Genius Child,Emily Jenkins,,
Big Momma's House,Action,5.1,1985,,good vibrations,the beach boys,1966,5.1,380731797,"In the Garden of Iden (A Novel of the Company, Book 1)",Kage Baker,,
Here on Earth,Drama,5.1,1985,pop,adore you,miley cyrus,2014,5,970851715,Secret,Mirika Mayo Cornelius,,
The Ladies Man,Comedy,5.1,1985,pop,dance a,big sean featuring nicki minaj,2012,5,1557504644,First to Fight: An Inside View of the U.S. Marine Corps (Bluejacket Books),Victor H. Krulak,,
Held Up,Comedy,5.1,1985,teen pop,havent met you yet,michael buble,2010,5,081120958X,Selected Poems,William Carlos Williams,,
Lost in Space,Action,5.1,1985,pop,dont matter,akon,2007,5,534525075,Marriages and Families: Making Choices in a Diverse Society,Mary Ann Lamanna,,
Air Bud,Comedy,5.1,1985,pop,this is why im hot,mims,2007,5,553583891,Dream Island (Medieval Trilogy),Josie Litton,,
The Scarlet Letter,Drama,5.1,1985,rap,sexyback,justin timberlake featuring timbaland,2006,5,684849739,The BIBLE CODE,Michael Drosnin,,
Excessive Force,Action,5.1,1985,pop,me  u,cassie,2006,5,312171838,Bachelor Brothers' Bed &amp, Breakfast,,
Return to the Blue Lagoon,Adventure,5.1,1985,rap,so sick,neyo,2006,5,688175716,Strange but True,John Searles,,
House Party2,Comedy,5.1,1985,pop rock,salt shaker,ying yang twins featuring lil jon  the east side boyz,2004,5,743467604,That's Amore,Carol Grace,,
A Nightmare on Elm Street5: The Dream Child,Fantasy,5.1,1985,teen pop,what was i thinkin,dierks bentley,2003,5,671042505,The Last Chance Cafe : A Novel,Linda Lael Miller,,
The Toxic Avenger Part II,Action,5.1,1985,pop,aint it funny,jennifer lopez featuring ja rule,2002,5,743205413,The Summer of My Greek Taverna : A Memoir,Tom Stone,,
Fight Valley,Action,5,1985,pop,get the party started,pink,2002,5,399147853,Time and Chance,Sharon Kay Penman,,
Compadres,Action,5,1985,pop,im a thug,trick daddy,2001,5,425162443,The Rapture of Canaan,Sheri Reynolds,,
Alvin and the Chipmunks: The Road Chip,Adventure,5,1984,,tubthumping,chumbawamba,1998,5,966482018,The Eleanor Roosevelt Girls,Bonnie Bluh,,
Stung,Comedy,5,1984,,turn it up remixfire it up,busta rhymes,1998,5,1400060052,"Lucia, Lucia : A Novel",ADRIANA TRIGIANI,,
The Rise of the Krays,Crime,5,1984,,mo money mo problems,the notorious big featuring puff daddy and mase,1997,5,451181409,Simon Says,Gloria Murphy,,
Taken3,Action,5,1984,,where do you go,no mercy,1996,5,60505559,To the Heart of the Nile : Lady Florence Baker and the Exploration of Central Africa,Pat Shipman,,
Paranormal Activity: The Marked Ones,Fantasy,5,1984,,cant stop lovin you,van halen,1995,5,312104472,Dancing in the Dark,Donald Thomas,,
Dawn of the Crescent Moon,Drama,5,1984,,here comes the hotstepper,ini kamoze,1994,5,1551667533,Recipes For Easy Living,Curtiss Ann Matlock,,
Battle of the Year,Drama,5,1984,,take this heart,richard marx,1992,5,425183238,Mrs. Mike,Benedict Freedman,,
Baggage Claim,Comedy,5,1984,,what about your friends,tlc,1992,5,553802240,The Secret Hour,LUANNE RICE,,
Silent Hill: Revelation3D,Adventure,5,1984,,every heartbeat,amy grant,1991,5,373711646,"Those Christmas Angels (Harlequin Superromance, 1164)",Debbie Macomber,,
Chernobyl Diaries,Horror,5,1984,,the motown song,rod stewart,1991,5,345423291,What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,,
Abduction,Action,5,1984,,toy soldiers,martika,1989,5,515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,,
Fame,Comedy,5,1984,,born to be my baby,bon jovi,1989,5,684864363,This is My Daughter: A Novel,Roxana Robinson,,
Survival of the Dead,Horror,5,1984,,welcome to the jungle,guns n roses,1989,5,515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,,
The Ten,Comedy,5,1984,,got my mind set on you,george harrison,1988,5,451192974,Murder Under Blue Skies,Willard Scott,,
Garfield2,Animation,5,1984,,if it isnt love,new edition,1988,5,446679364,The Future Homemakers of America,Laurie Graham,,
The Grudge2,Horror,5,1984,,i heard a rumour,bananarama,1987,5,345445732,Entering Normal (Ballantine Reader's Circle),Anne D. Leclaire,,
When a Stranger Calls,Horror,5,1984,,love will conquer all,lionel richie,1986,5,553581430,Last Puzzle &amp, Testament (Puzzle Lady Mysteries (Paperback)),,
Madea's Family Reunion,Comedy,5,1984,,against all odds take a look at me now,phil collins,1984,5,451410157,Sweet Nothings,Catherine Anderson,,
Stealth,Action,5,1984,,born to be alive,patrick hernandez,1979,5,373441320,A Snowball's Chance/ A Christmas Carol,Nikki Rivers,,
Miss Congeniality2: Armed and Fabulous,Action,5,1984,,i just wanna stop,gino vannelli,1979,5,1551662906,Home To Eden,Dallas Schulze,,
Get Rich or Die Tryin',Biography,5,1984,,float on,the floaters,1977,5,373834748,Maitland Maternity Christmas: (3 Novels in 1),Muriel Jenson,,
Cursed,Comedy,5,1984,,waterloo,abba,1974,5,843943319,Christmas Pie,Emma Craig,,
An American Haunting,Horror,5,1984,,never never gonna give you up,barry white,1974,5,1570613818,"Book Lust: Recommended Reading for Every Mood, Moment, and Reason",Nancy Pearl,,
The Californians,Drama,5,1984,,garden party,ricky nelson,1972,5,743228022,Dirt Music : A Novel,Tim Winton,,
Garfield,Animation,5,1984,,hot rod lincoln,commander cody and his lost planet airmen,1972,5,385494149,Enduring Love,Ian McEwan,,
Brave New Girl,Drama,5,1984,,day by day,original cast of godspell,1972,5,312199368,The Next Step in the Dance : A Novel,Tim Gautreaux,,
Agent Cody Banks,Action,5,1984,,i woke up in love this morning,the partridge family,1971,5,312199430,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,,
The Brown Bunny,Drama,5,1984,,sky pilot,the animals,1968,5,1570089957,"Rebekah: Women of Genesis (Women of Genesis, 2)",Orson Scott Card,,
Swimfan,Drama,5,1984,,beauty is only skin deep,the temptations,1966,5,452282101,The Debt: What America Owes to Blacks,Randall Robinson,,
Rat Race,Adventure,5,1984,pop,rocketeer,far east movement featuring ryan tedder,2011,4.9,60193689,"Rule by Secrecy: The Hidden History That Connects the Trilateral Commission, the Freemasons, and the Great Pyramids",Jim Marrs,,
Superstar,Comedy,5,1984,latin pop,my last,big sean featuring chris brown,2011,4.9,8432210900,La Aventura del Tocador de Senoras,Eduardo Mendoza,,
Doug's1st Movie,Animation,5,1983,rap,find your love,drake,2010,4.9,8472237443,Madame Bovary (Fabula),Gustave Flaubert,,
Home Fries,Comedy,5,1983,hip hop,tattoo,jordin sparks,2008,4.9,048627263X,Flatland: A Romance of Many Dimensions (Dover Thrift Editions),Edwin A. Abbott,,
The Velocity of Gary,Comedy,5,1983,country,what you know,ti,2006,4.9,486270610,The Gift of the Magi and Other Short Stories (Dover Thrift Editions),O. Henry,,
Girl6,Comedy,5,1983,pop,you and me,lifehouse,2006,4.9,330330373,The Sculptress,Minette Walters,,
Congo,Action,5,1983,pop rock,blurry,puddle of mudd,2002,4.9,671318403,The Legend That Was Earth,James P. Hogan,,
Red Sonja,Action,5,1983,pop,addictive,truth hurts featuring rakim,2002,4.9,743440358,The Vorpal Blade,Colin Forbes,,
The Legend of the Lone Ranger,Action,5,1983,rock,who i am,jessica andrews,2001,4.9,571135390,Unbearable Lightness of Being,Milan Kundera,,
Modern Problems,Comedy,5,1983,,happily ever after,case,1999,4.9,1557250219,Letters from Medjugorje,Wayne Weible,,
Creature,Horror,5,1983,,butta love,next,1998,4.9,451183746,Road to Wellville,T. Coraghessan Boyle,,
The Ridiculous6,Comedy,4.9,1983,,one more time,real mccoy,1997,4.9,316134317,The Family of Pascual Duarte,Camilo Jose Cela,,
Animal Kingdom: Let's go Ape,Adventure,4.9,1983,,all that she wants,ace of base,1993,4.9,789467747,The Secrets of Bach Flower Remedies,Jeremy Harwood,,
Close Range,Action,4.9,1983,,all 4 love,color me badd,1992,4.9,71408398,"More Than a Pink Cadillac : Mary Kay, Inc.'s Nine Leadership Keys to Success",Jim Underwood,,
American Hero,Action,4.9,1983,,good for me,amy grant,1992,4.9,038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,,
Adulterers,Crime,4.9,1983,,thats what love is for,amy grant,1992,4.9,684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,,
Tammy,Comedy,4.9,1983,,hole hearted,extreme,1991,4.9,60926317,Mutant Message Down Under,Marlo Morgan,,
The Sleepwalker,Drama,4.9,1983,,get here,oleta adams,1991,4.9,961937904,Knights of the Whip: Stagecoach Days in Oregon,Gary Meier,,
After Earth,Action,4.9,1983,,vision of love,mariah carey,1990,4.9,140179755,The Way of a Boy: A Memoir of Java,Ernest Hillen,,
The Cold Light of Day,Action,4.9,1983,,cradle of love,billy idol,1990,4.9,571152813,Birds of the Innocent Wood,Deirdre Madden,,
The Darkest Hour,Action,4.9,1983,,cant stop,after 7,1990,4.9,140622500,Lady Chatterley's Lover (Penguin Popular Classics),D.H. Lawrence,,
I Don't Know How She Does It,Comedy,4.9,1983,,love takes time,mariah carey,1990,4.9,9038802986,Grijze Wolven: Een zoektocht naar Turks extreem-rechts,Stella Braam,,
Gulliver's Travels,Adventure,4.9,1983,,man in the mirror,michael jackson,1988,4.9,7101953,At Ruby's,Frank DeLaney,,
The Twilight Saga: Eclipse,Adventure,4.9,1983,,control,janet jackson,1987,4.9,1857238982,Snow White and the Seven Samurai,Tom Holt,,
Animals United,Animation,4.9,1982,,rock in the usa,john cougar mellencamp,1986,4.9,380062236X,Die externe Rechnungslegung der Kreditinstitute und Finanzdienstleistungsinstitute (Vahlens HandbÃ¼cher der Wirtschafts- und Sozialwissenschaften),Hartmut Bieg,,
Lottery Ticket,Comedy,4.9,1982,,things can only get better,howard jones,1985,4.9,312421273,The Corrections: A Novel,Jonathan Franzen,,
Our Family Wedding,Comedy,4.9,1982,,think of laura,christopher cross,1984,4.9,679454454,Sick Puppy,Carl Hiaasen,,
Year One,Adventure,4.9,1982,,undercover of the night,the rolling stones,1984,4.9,743480562,"CSI, Miami: Heat Wave",Max Allan Collins,,
Shorts,Comedy,4.9,1982,,all this love,debarge,1983,4.9,312986211,Tempting the Heiress,Barbara Pierce,,
Halloween II,Horror,4.9,1982,,sweet dreams,air supply,1982,4.9,778320294,Mimosa Grove (Mira),Dinah McCall,,
Halloween II,Horror,4.9,1982,,making love,roberta flack,1982,4.9,425196453,The Marriage Test,Betina Krahn,,
Meet Dave,Adventure,4.9,1982,,gloria,laura branigan,1982,4.9,1575668572,The Dragon Lord's Daughters,Bertrice Small,,
The Women,Comedy,4.9,1982,,oh pretty woman,van halen,1982,4.9,821776126,Getting What You Want,Kathy Love,,
No Man's Land: The Rise of Reeker,Horror,4.9,1982,,cupidive loved you for a long time,the spinners,1980,4.9,821773429,Perfect Switch,Lisa Plumley,,
Deck the Halls,Comedy,4.9,1982,,youre in my heart the final acclaim,rod stewart,1978,4.9,60555882,What Memories Remain,Cait London,,
Curse of the Golden Flower,Drama,4.9,1982,,get up and boogie,silver convention,1976,4.9,380811081,Again The Magic,Lisa Kleypas,,
Dungeons& Dragons: Wrath of the Dragon God,Action,4.9,1982,,only sixteen,dr hook,1976,4.9,373250592,The Thin Pink Line (Red Dress Ink),Lauren Baratz-Logsted,,
Seed of Chucky,Comedy,4.9,1982,,fanny be tender with my love,bee gees,1976,4.9,373285043,With Open Arms (Silhouette Single Title),Nora Roberts,,
Scooby-Doo2: Monsters Unleashed,Adventure,4.9,1982,,magic,pilot,1975,4.9,399147020,Blood Lure,Nevada Barr,,
The Haunted Mansion,Comedy,4.9,1982,,let me be there,olivia newtonjohn,1974,4.9,62512668,The Cube,Annie Gottlieb,,
Darkness Falls,Horror,4.9,1982,,killing me softly with his song,roberta flack,1973,4.9,440241162,Nerd in Shining Armor,Vicki Lewis Thompson,,
Scooby-Doo,Adventure,4.9,1982,,delta dawn,helen reddy,1973,4.9,439233844,Any Small Goodness: A Novel of the Barrio,Tony Johnston,,
Abandon,Drama,4.9,1982,,pillow talk,sylvia,1973,4.9,785917136,Ravage,Rene Barjavel,,
Boat Trip,Comedy,4.9,1982,,anticipation,carly simon,1972,4.9,1930353006,The Toy Factory (Sammy and Brian Mystery),Ken Munro,,
Ghosts of Mars,Action,4.9,1982,,saturday in the park,chicago,1972,4.9,874831121,Homecoming: The Southern Family in Short Fiction,Liz Smith Parkhurst,,
Say It Isn't So,Comedy,4.9,1982,,sweet and innocent,donny osmond,1971,4.9,786866586,Shopgirl : A Novella,Steve Martin,,
Summer Catch,Comedy,4.9,1982,,baby i love you,andy kim,1969,4.9,140254749,Medicine River,Thomas King,,
Harvard Man,Comedy,4.9,1982,,black pearl,checkmates ltd,1969,4.9,3250600520,Im Cafï¿½?© und auf der Strasse. Geschichten.,Hansjï¿½?¶rg Schneider,,
Dracula2000,Action,4.9,1982,,shoobedoobedoodaday,stevie wonder,1968,4.9,3446190295,Die Fehler des Kopisten: Botho Strauss,Botho Strauss,,
Snow Day,Adventure,4.9,1982,,baby i love you,aretha franklin,1967,4.9,3250102342,Das Schimmern der FlÃ¼gel: Jugendmythen,Erika Burkart,,
